rest_name,tdidf
pesarattu-santa-clara,0.5036037228854606
swagat-indian-cuisine-milpitas,0.32602766173198805
india-chaat-cuisine-sunnyvale,0.306886081358842
chaat-bhavan-sunnyvale-2,0.2525743493514395
mayuri-indian-cuisine-santa-clara,0.23487893237371
bawarchi-sunnyvale-4,0.1905595522796267
zeni-ethiopian-restaurant-san-jose,0.16355595715186394
kings-of-punjab-sunnyvale-2,0.11848615216201737
rasams-sunnyvale-2,0.10779360018881734
biryaniz-milpitas,0.08411969813441877
shalimar-restaurant-sunnyvale-sunnyvale-2,0.08303280556857848
amber-india-restaurant-san-jose,0.05745444116563305
tandoori-oven-san-jose-2,0.0526399277105517
walia-ethiopian-cuisine-san-jose,0.049492411223776865
peacock-indian-cuisine-santa-clara-3,0.03440701801937145
milan-sweet-center-milpitas,0.022635005524313224
bombay-to-goa-sunnyvale,0.013883697227968384
the-mynt-san-jose,0.013033253785542522
kabab-and-currys-santa-clara,0.01220388743137435
red-chillies-milpitas-2,0.009878846389705221
shah-restaurant-sunnyvale,0.009222062074419668
lakshmi-bazaar-san-jose,0.009172098742925794
deedees-santa-clara,0.007895106216575187
chaats-and-currys-sunnyvale-6,0.007351039700231831
aqui-cal-mex-cupertino-3,0.006581518045622237
treatbot-the-karaoke-ice-cream-truck-san-jose-3,0.0054579034722047615
tayyibaat-meat-and-grill-milpitas-4,0.005375340788371097
madras-cafe-sunnyvale,21.01903221059419
ananda-bhavan-sunnyvale,8.759811704683665
ulavacharu-sunnyvale-2,6.702961252740888
amaravathi-indian-pure-vegetarian-restaurant-sunnyvale-2,6.347193842769647
indian-street-cafe-sunnyvale,6.110833828763862
madurai-idli-kadai-sunnyvale,5.547737777421649
saravanaa-bhavan-sunnyvale-2,5.250199923167723
anjappar-chettinad-indian-restaurant-milpitas,2.9395412956077824
sangeetha-sunnyvale-2,2.853533823438928
dosateria-cupertino,2.8051836024178463
komala-vilas-sunnyvale,2.366695087239302
chennai-kings-express-san-jose,1.8561565357496301
sris-kitchen-san-jose,1.7480737175597365
himalayan-kitchen-mountain-view,1.7071945032311642
aachi-aappakadai-sunnyvale,1.644971006180843
bangalore-cafe-santa-clara,1.3059948873130218
tirupathi-bhimas-milpitas,1.1869306637842851
chennai-grill-sunnyvale,1.144452579419166
bawarchi-sunnyvale-4,0.8615644777094084
swathi-tiffins-sunnyvale,0.6348869664941477
pesarattu-santa-clara,0.6167013112764878
swagat-indian-cuisine-milpitas,0.42867027115201883
india-chaat-cuisine-sunnyvale,0.3709017276037474
mayuri-indian-cuisine-santa-clara,0.27707201503340706
zeni-ethiopian-restaurant-san-jose,0.23508203986812404
